intertidal_sitename,cbsLat,cbsLong,georegion,bioregion,State_Province,Island,MPA_name,MPA_designation,NMS_name,ASBS_name,site_code,survey_rep,year,species_lump,total_count,number_of_transects,est_swath_area_searched_m2,density_per_m2
Lompoc Landing,34.71905679,-120.6087994,CA Central,San Francisco to Government Point,California,Mainland,Vandenberg SMR,SMR,,,60,9,2018,Pisaster ochraceus,62,21,597.5,0.10376569
Lompoc Landing,34.71905679,-120.6087994,CA Central,San Francisco to Government Point,California,Mainland,Vandenberg SMR,SMR,,,60,10,2018,Pisaster ochraceus,118,11,474.4,0.248735245
Lompoc Landing,34.71905679,-120.6087994,CA Central,San Francisco to Government Point,California,Mainland,Vandenberg SMR,SMR,,,60,11,2019,Pisaster ochraceus,102,21,661,0.154311649
Lompoc Landing,34.71905679,-120.6087994,CA Central,San Francisco to Government Point,California,Mainland,Vandenberg SMR,SMR,,,60,12,2019,Pisaster ochraceus,94,21,623,0.150882825
San Simeon Point,35.63484928,-121.195762,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,61,1,2007,Pisaster ochraceus,68,11,557,0.122082585
Davenport Landing,37.02220975,-122.2153684,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,62,1,2007,Pisaster ochraceus,147,11,1122,0.131016043
Davenport Landing,37.02220975,-122.2153684,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,62,2,2018,Pisaster ochraceus,177,11,1132,0.156360424
Davenport Landing,37.02220975,-122.2153684,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,62,3,2018,Pisaster ochraceus,83,6,596,0.139261745
Davenport Landing,37.02220975,-122.2153684,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,62,4,2019,Pisaster ochraceus,106,11,983,0.107833164
Davenport Landing,37.02220975,-122.2153684,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,62,5,2020,Pisaster ochraceus,155,11,1097,0.141294439
Wilder Ranch,36.95607753,-122.1039277,CA Central,San Francisco to Government Point,California,Mainland,Natural Bridges SMR,SMR,Monterey Bay NMS,,63,1,2007,Pisaster ochraceus,47,11,447.2,0.10509839
Natural Bridges,36.9491874,-122.061433,CA Central,San Francisco to Government Point,California,Mainland,Natural Bridges SMR,SMR,Monterey Bay NMS,,64,1,2007,Pisaster ochraceus,123,11,462,0.266233766
Natural Bridges,36.9491874,-122.061433,CA Central,San Francisco to Government Point,California,Mainland,Natural Bridges SMR,SMR,Monterey Bay NMS,,64,2,2016,Pisaster ochraceus,42,11,458,0.091703057
Garrapata,36.46892858,-121.9343307,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,65,1,2007,Pisaster ochraceus,31,11,553,0.056057866
Garrapata,36.46892858,-121.9343307,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,65,2,2018,Pisaster ochraceus,1,11,552,0.001811594
Garrapata,36.46892858,-121.9343307,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,65,3,2020,Pisaster ochraceus,3,11,484,0.006198347
Point Pinos,36.63796838,-121.9375595,CA Central,San Francisco to Government Point,California,Mainland,Asilomar SMR,SMR,Monterey Bay NMS,,66,1,2007,Pisaster ochraceus,78,11,330,0.236363636
Point Pinos,36.63796838,-121.9375595,CA Central,San Francisco to Government Point,California,Mainland,Asilomar SMR,SMR,Monterey Bay NMS,,66,2,2017,Pisaster ochraceus,0,11,330,0
China Rocks,36.6056781,-121.9597635,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,67,1,2007,Pisaster ochraceus,7,11,750,0.009333333
China Rocks,36.6056781,-121.9597635,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,67,2,2017,Pisaster ochraceus,0,11,750,0
China Rocks,36.6056781,-121.9597635,CA Central,San Francisco to Government Point,California,Mainland,.,reference,Monterey Bay NMS,,67,3,2020,Pisaster ochraceus,7,11,750,0.009333333
Piedras Blancas,35.66567714,-121.2865298,CA Central,San Francisco to Government Point,California,Mainland,Piedras Blancas SMR,SMR,Monterey Bay NMS,,68,1,2008,Pisaster ochraceus,625,11,608,1.027960526
Piedras Blancas,35.66567714,-121.2865298,CA Central,San Francisco to Government Point,California,Mainland,Piedras Blancas SMR,SMR,Monterey Bay NMS,,68,2,2017,Pisaster ochraceus,186,11,1100,0.169090909
Vista del Mar,35.60435239,-121.1422747,CA Central,San Francisco to Government Point,California,Mainland,Cambria SMCA,SMCA,Monterey Bay NMS,,69,1,2008,Pisaster ochraceus,176,11,488,0.360655738
Vista del Mar,35.60435239,-121.1422747,CA Central,San Francisco to Government Point,California,Mainland,Cambria SMCA,SMCA,Monterey Bay NMS,,69,2,2018,Pisaster ochraceus,43,6,458,0.093886463
Vista del Mar,35.60435239,-121.1422747,CA Central,San Francisco to Government Point,California,Mainland,Cambria SMCA,SMCA,Monterey Bay NMS,,69,3,2019,Pisaster ochraceus,5,11,814,0.006142506
Diablo,35.22659448,-120.8736854,CA Central,San Francisco to Government Point,California,Mainland,Point Buchon SMR,SMR,,,70,1,2008,Pisaster ochraceus,14,11,825.3,0.016963528
Diablo,35.22659448,-120.8736854,CA Central,San Francisco to Government Point,California,Mainland,Point Buchon SMR,SMR,,,70,2,2017,Pisaster ochraceus,4,11,1494,0.002677376
Alder Creek; Duxbury,37.89742551,-122.7106861,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Duxbury Reef SMCA,SMCA,Gulf of the Farallones NMS,Duxbury Reef Reserve and Extension ASBS,71,1,2008,Pisaster ochraceus,10,11,1000,0.01
La Jolla Caves,32.84861395,-117.2653504,CA South,Government Point to Mexico,California,Mainland,Matlahuayl SMR,SMR,,,72,2,2013,Pisaster ochraceus,0,11,1095,0
La Jolla Caves,32.84861395,-117.2653504,CA South,Government Point to Mexico,California,Mainland,Matlahuayl SMR,SMR,,,72,3,2020,Pisaster ochraceus,0,11,1100,0
Buck Gully South,33.58824604,-117.8673613,CA South,Government Point to Mexico,California,Mainland,Crystal Cove SMCA,SMCA,,,73,1,2009,Pisaster ochraceus,21,11,773.32,0.027155641
Buck Gully South,33.58824604,-117.8673613,CA South,Government Point to Mexico,California,Mainland,Crystal Cove SMCA,SMCA,,,73,2,2013,Pisaster ochraceus,25,11,769.32,0.03249623
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,1,2009,Pisaster ochraceus,438,11,571.5,0.7664042
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,2,2013,Pisaster ochraceus,203,11,548.5,0.370100274
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3,2014,Pisaster ochraceus,216,11,572.5,0.377292576
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.1,2014,Pisaster ochraceus,34,11,575,0.059130435
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.15,2014,Pisaster ochraceus,24,11,596,0.040268456
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.2,2014,Pisaster ochraceus,22,11,596,0.036912752
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.3,2014,Pisaster ochraceus,22,11,546,0.04029304
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.4,2014,Pisaster ochraceus,17,11,532,0.031954887
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.5,2014,Pisaster ochraceus,5,11,506,0.009881423
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.6,2015,Pisaster ochraceus,33,11,554,0.059566787
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.7,2015,Pisaster ochraceus,57,11,556,0.102517986
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.8,2015,Pisaster ochraceus,27,11,502,0.053784861
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,3.9,2016,Pisaster ochraceus,81,11,533,0.151969981
Sequit Point,34.0432346,-118.9370008,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,74,4,2018,Pisaster ochraceus,40,11,572,0.06993007
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,1,2009,Pisaster ochraceus,1035,11,811.2,1.275887574
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,2,2013,Pisaster ochraceus,457,11,737,0.620081411
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,3,2014,Pisaster ochraceus,829,11,787.2,1.053099594
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,3.1,2014,Pisaster ochraceus,232,11,697,0.332855093
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,3.2,2014,Pisaster ochraceus,2,8,626,0.003194888
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,3.3,2014,Pisaster ochraceus,2,11,696,0.002873563
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,3.4,2014,Pisaster ochraceus,3,11,634,0.004731861
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,3.5,2015,Pisaster ochraceus,15,11,680,0.022058824
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,3.6,2015,Pisaster ochraceus,17,11,680,0.025
Lechuza Point,34.03445755,-118.8617858,CA South,Government Point to Mexico,California,Mainland,Point Dume SMCA,SMCA,,Mugu Lagoon to Latigo Point ASBS,75,4,2018,Pisaster ochraceus,56,11,692.6,0.08085475
Heisler Park,33.54259374,-117.7892831,CA South,Government Point to Mexico,California,Mainland,Laguna Beach SMR,SMR,,Heisler Park Ecological Reserve ASBS,76,1,2009,Pisaster ochraceus,9,11,742,0.01212938
Heisler Park,33.54259374,-117.7892831,CA South,Government Point to Mexico,California,Mainland,Laguna Beach SMR,SMR,,Heisler Park Ecological Reserve ASBS,76,2,2013,Pisaster ochraceus,11,11,738,0.014905149
Heisler Park,33.54259374,-117.7892831,CA South,Government Point to Mexico,California,Mainland,Laguna Beach SMR,SMR,,Heisler Park Ecological Reserve ASBS,76,3,2020,Pisaster ochraceus,0,11,730,0
Point Arena,38.94337139,-123.733008,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Point Arena SMR,SMR,,,77,1,2010,Pisaster ochraceus,21,6,1204,0.017441861
Point Arena,38.94337139,-123.733008,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Point Arena SMR,SMR,,,77,2,2017,Pisaster ochraceus,139,6,1192,0.116610738
Moat Creek,38.88091494,-123.6747506,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,78,1,2010,Pisaster ochraceus,11,6,1208,0.00910596
Saunders Reef,38.86137951,-123.6536104,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Saunders Reef SMCA,SMCA,,Saunders Reef ASBS,79,1,2010,Pisaster ochraceus,10,6,1049.6,0.009527439
Saunders Reef,38.86137951,-123.6536104,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Saunders Reef SMCA,SMCA,,Saunders Reef ASBS,79,2,2014,Pisaster ochraceus,27,11,1838.4,0.014686684
Del Mar Landing,38.74051283,-123.5108636,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Del Mar Landing SMR,SMR,,Del Mar Landing Ecological Reserve ASBS,80,1,2010,Pisaster ochraceus,56,6,256.4,0.218408736
Del Mar Landing,38.74051283,-123.5108636,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Del Mar Landing SMR,SMR,,Del Mar Landing Ecological Reserve ASBS,80,2,2017,Pisaster ochraceus,322,11,466,0.690987125
Phillips Gulch,38.58585229,-123.3414685,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Salt Point SMCA,SMCA,,,81,1,2010,Pisaster ochraceus,64,6,189.3,0.338087692
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,1,2010,Pisaster ochraceus,4,6,80.4,0.049751244
Gerstle Cove,38.56613615,-123.3291879,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Gerstle Cove SMR,SMR,,Gerstle Cove ASBS,82,2,2017,Pisaster ochraceus,100,11,149.4,0.669344043
Windermere Point,38.52394291,-123.2674664,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,,,83,1,2010,Pisaster ochraceus,39,6,409.3,0.095284632
North Jenner Beach,38.45617609,-123.1424412,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Russian River SMCA,SMCA,,,84,1,2010,Pisaster ochraceus,54,6,1048,0.051526718
Bodega Head,38.30315809,-123.052605,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,,reference,Gulf of the Farallones NMS,,85,1,2010,Pisaster ochraceus,12,6,178.2,0.067340067
Chimney Rock,37.99382964,-122.9672906,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Point Reyes SMR,SMR,Gulf of the Farallones NMS,,86,1,2010,Pisaster ochraceus,26,6,120,0.216666667
Chimney Rock,37.99382964,-122.9672906,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Point Reyes SMR,SMR,Gulf of the Farallones NMS,,86,2,2017,Pisaster ochraceus,9,6,95.6,0.094142259
Ellwood,34.43519386,-119.9307789,CA South,Government Point to Mexico,California,Mainland,,reference,,,87,1,2012,Pisaster ochraceus,2,11,435.2,0.004595588
Ellwood,34.43519386,-119.9307789,CA South,Government Point to Mexico,California,Mainland,,reference,,,87,3,2015,Pisaster ochraceus,0,21,666.4,0
Ellwood,34.43519386,-119.9307789,CA South,Government Point to Mexico,California,Mainland,,reference,,,87,4,2015,Pisaster ochraceus,0,21,466.4,0
Ellwood,34.43519386,-119.9307789,CA South,Government Point to Mexico,California,Mainland,,reference,,,87,5,2016,Pisaster ochraceus,0,21,666.4,0
Point Vicente,33.74101416,-118.4094711,CA South,Government Point to Mexico,California,Mainland,Point Vicente SMCA,SMCA,,,88,1,2012,Pisaster ochraceus,145,11,375.2,0.386460554
Point Vicente,33.74101416,-118.4094711,CA South,Government Point to Mexico,California,Mainland,Point Vicente SMCA,SMCA,,,88,2,2013,Pisaster ochraceus,99,11,401,0.246882793
Point Vicente,33.74101416,-118.4094711,CA South,Government Point to Mexico,California,Mainland,Point Vicente SMCA,SMCA,,,88,3,2014,Pisaster ochraceus,2,11,393.6,0.005081301
Point Vicente,33.74101416,-118.4094711,CA South,Government Point to Mexico,California,Mainland,Point Vicente SMCA,SMCA,,,88,4,2015,Pisaster ochraceus,5,21,594,0.008417508
Point Vicente,33.74101416,-118.4094711,CA South,Government Point to Mexico,California,Mainland,Point Vicente SMCA,SMCA,,,88,5,2015,Pisaster ochraceus,4,21,627,0.006379585
Abalone Cove,33.73777657,-118.3761195,CA South,Government Point to Mexico,California,Mainland,Abalone Cove SMCA,SMCA,,,89,1,2012,Pisaster ochraceus,88,11,200.6,0.438683948
Abalone Cove,33.73777657,-118.3761195,CA South,Government Point to Mexico,California,Mainland,Abalone Cove SMCA,SMCA,,,89,3,2015,Pisaster ochraceus,15,11,233,0.064377682
Abalone Cove,33.73777657,-118.3761195,CA South,Government Point to Mexico,California,Mainland,Abalone Cove SMCA,SMCA,,,89,4,2015,Pisaster ochraceus,14,11,233.6,0.059931507
Wind and Sea,32.83284854,-117.2823142,CA South,Government Point to Mexico,California,Mainland,,reference,,,91,2,2013,Pisaster ochraceus,5,11,900,0.005555556
Wind and Sea,32.83284854,-117.2823142,CA South,Government Point to Mexico,California,Mainland,,reference,,,91,3,2018,Pisaster ochraceus,0,11,900,0
Wind and Sea,32.83284854,-117.2823142,CA South,Government Point to Mexico,California,Mainland,,reference,,,91,4,2020,Pisaster ochraceus,0,11,908,0
Sea Ridge,32.80798666,-117.2679292,CA South,Government Point to Mexico,California,Mainland,South La Jolla SMR,SMR,,,92,3,2017,Pisaster ochraceus,0,11,1300.8,0
Horseshoe Cove,38.31643878,-123.0721036,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,94,1,2012,Pisaster ochraceus,89,11,731,0.121751026
Horseshoe Cove,38.31643878,-123.0721036,CA North Central,WA Olympic Coast to San Francisco,California,Mainland,Bodega Head SMR,SMR,,Bodega Marine Life Refuge ASBS,94,2,2018,Pisaster ochraceus,414,11,733,0.564802183
Asilomar,36.62225312,-121.9416145,CA Central,San Francisco to Government Point,California,Mainland,Asilomar SMR,SMR,Monterey Bay NMS,,95,1,2012,Pisaster ochraceus,11,11,991.2,0.011097659
Point Dume,34.00035667,-118.8070279,CA South,Government Point to Mexico,California,Mainland,Point Dume SMR,SMR,,Mugu Lagoon to Latigo Point ASBS,96,1,2013,Pisaster ochraceus,1,11,251.6,0.003974563
Deer Creek,34.06068521,-118.9822136,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,97,1,2013,Pisaster ochraceus,19,11,146.5,0.129692833
Deer Creek,34.06068521,-118.9822136,CA South,Government Point to Mexico,California,Mainland,,reference,,Mugu Lagoon to Latigo Point ASBS,97,2,2018,Pisaster ochraceus,13,11,115,0.113043478
Muddy Canyon,33.56576262,-117.8331424,CA South,Government Point to Mexico,California,Mainland,Crystal Cove SMCA,SMCA,,Irvine Coast Marine Life Refuge ASBS,98,1,2013,Pisaster ochraceus,1,11,996.66,0.001003351
West Cove,33.01493766,-118.606137,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,,99,1,2013,Pisaster ochraceus,1,11,1082,0.000924214
West Cove,33.01493766,-118.606137,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,,99,2,2014,Pisaster ochraceus,0,11,1040,0
West Cove,33.01493766,-118.606137,CA Channel Islands South,Channel Islands South,California,San Clemente,,reference,,,99,3,2019,Pisaster ochraceus,0,11,875,0
Crook Point,34.02206662,-120.379237,CA Channel Islands North,Channel Islands North,California,San Miguel,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",100,1,2001,Pisaster ochraceus,191,11,414.4,0.460907336
Crook Point,34.02206662,-120.379237,CA Channel Islands North,Channel Islands North,California,San Miguel,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",100,2,2012,Pisaster ochraceus,13,6,204,0.06372549
Crook Point,34.02206662,-120.379237,CA Channel Islands North,Channel Islands North,California,San Miguel,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",100,3,2014,Pisaster ochraceus,21,11,394.4,0.053245436
Cuyler Harbor,34.04861237,-120.336419,CA Channel Islands North,Channel Islands North,California,San Miguel,Harris Point SMR,SMR,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",101,1,2001,Pisaster ochraceus,24,11,331.5,0.07239819
Cuyler Harbor,34.04861237,-120.336419,CA Channel Islands North,Channel Islands North,California,San Miguel,Harris Point SMR,SMR,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",101,2,2002,Pisaster ochraceus,49,11,333,0.147147147
Cuyler Harbor,34.04861237,-120.336419,CA Channel Islands North,Channel Islands North,California,San Miguel,Harris Point SMR,SMR,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",101,3,2012,Pisaster ochraceus,28,11,324.6,0.086260012
Cuyler Harbor,34.04861237,-120.336419,CA Channel Islands North,Channel Islands North,California,San Miguel,Harris Point SMR,SMR,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",101,4,2014,Pisaster ochraceus,6,11,303.5,0.019769358
Fossil Reef,33.99329455,-120.2381268,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",200,1,2001,Pisaster ochraceus,24,11,281.6,0.085227273
Fossil Reef,33.99329455,-120.2381268,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",200,2,2004,Pisaster ochraceus,40,11,276,0.144927536
Johnsons Lee,33.90883003,-120.0869107,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",202,1,2001,Pisaster ochraceus,80,11,348.6,0.229489386
Johnsons Lee,33.90883003,-120.0869107,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",202,2,2002,Pisaster ochraceus,183,11,339.6,0.538869258
Johnsons Lee,33.90883003,-120.0869107,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",202,3,2004,Pisaster ochraceus,95,11,348.9,0.272284322
Johnsons Lee,33.90883003,-120.0869107,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",202,4,2017,Pisaster ochraceus,2,11,349.2,0.005727377
Ford Point,33.91456964,-120.0505953,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",203,1,2001,Pisaster ochraceus,59,11,366.6,0.160938352
Ford Point,33.91456964,-120.0505953,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",203,2,2017,Pisaster ochraceus,4,11,331.2,0.012077295
East Point,33.94270037,-119.9679271,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",204,1,2001,Pisaster ochraceus,27,11,444.8,0.060701439
East Point,33.94270037,-119.9679271,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",204,2,2004,Pisaster ochraceus,31,11,448,0.069196429
East Point,33.94270037,-119.9679271,CA Channel Islands North,Channel Islands North,California,Santa Rosa,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",204,3,2015,Pisaster ochraceus,4,11,452.4,0.008841733
Carrington Point,34.03358176,-120.0438976,CA Channel Islands North,Channel Islands North,California,Santa Rosa,Carrington Point SMR,SMR,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",205,1,2017,Pisaster ochraceus,16,11,440,0.036363636
South Point,33.91162146,-120.1510385,CA Channel Islands North,Channel Islands North,California,Santa Rosa,South Point SMR,SMR,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",206,1,2017,Pisaster ochraceus,0,6,440,0
Fraser Cove,34.06264468,-119.9190451,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",300,1,2002,Pisaster ochraceus,1,11,404,0.002475248
Fraser Cove,34.06264468,-119.9190451,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",300,2,2003,Pisaster ochraceus,24,11,467.8,0.051303976
Fraser Cove,34.06264468,-119.9190451,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",300,3,2004,Pisaster ochraceus,22,11,404,0.054455446
Fraser Cove,34.06264468,-119.9190451,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",300,4,2014,Pisaster ochraceus,1,11,410.8,0.002434275
Trailer,34.05182113,-119.9034409,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",302,1,2002,Pisaster ochraceus,1,11,334.5,0.002989537
Trailer,34.05182113,-119.9034409,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",302,2,2006,Pisaster ochraceus,59,11,350.1,0.168523279
Trailer,34.05182113,-119.9034409,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",302,3,2014,Pisaster ochraceus,0,11,313.4,0
Willows Anchorage,33.96188499,-119.7549348,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",303,1,2002,Pisaster ochraceus,125,11,394.9,0.316535832
Willows Anchorage,33.96188499,-119.7549348,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",303,2,2006,Pisaster ochraceus,222,11,389.7,0.569668976
Willows Anchorage,33.96188499,-119.7549348,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",303,3,2014,Pisaster ochraceus,0,4,160,0
Valley,33.98372409,-119.665876,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",304,1,2002,Pisaster ochraceus,122,11,237.6,0.513468014
Valley,33.98372409,-119.665876,CA Channel Islands North,Channel Islands North,California,Santa Cruz,,reference,Channel Islands NMS,"San Miguel, Santa Rosa, and Santa Cruz Islands ASBS",304,2,2006,Pisaster ochraceus,105,11,239.8,0.437864887
